,tpid,tp_name,genename1,genename2,tp_moatype,tp_tcrd_tdl,gosemsinbp,gosemsincc,gosemsinmf,tp_keggpathways_no,tp_reactomepathways_no,tp_wikipathways_no,tp_associateddrugs_no,tp_associateddiseases_no,dcid,dc_name,dc_sourcetype,fdid,fd_name,md_name,maxphase
1307,TP00441,CD33;PDCD1,CD33,PDCD1,CET+CIT,Tclin+Tclin,0.307,0.577,1.0,0,0,0,1,1,DC00975,Eluvixtamab;Pembrolizumab,DrugComb,FD00021,Leukemia,Hematologic Malignancy,Phase 1
1308,TP00442,CD37;MS4A1,CD37,MS4A1,CET+CIT,Tbio+Tclin,,0.749,1.0,1,0,0,1,1,DC01514,Naratuximab Emtansine;Rituximab,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 2
1309,TP00443,CD37;PIK3CD,CD37,PIK3CD,CET+CIT,Tbio+Tclin,,0.638,1.0,0,0,0,1,1,DC00513,BI836826;Idelalisib,DrugComb,FD00021,Leukemia,Hematologic Malignancy,Phase 1
1310,TP00444,CD38;CD3D,CD38,CD3D,CET+CET,Tclin+Tclin,0.247,0.66,0.415,1,0,0,6,3,DC01356,Isatuximab;Teclistamab,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 1
1315,TP00444,CD38;CD3D,CD38,CD3D,CET+CET,Tclin+Tclin,0.247,0.66,0.415,1,0,0,6,3,DC02297,XmAb18968,BsAb,FD00021,Leukemia,Hematologic Malignancy,Phase 1
1316,TP00444,CD38;CD3D,CD38,CD3D,CET+CET,Tclin+Tclin,0.247,0.66,0.415,1,0,0,6,3,DC02297,XmAb18968,BsAb,FD00024,Lymphoma,Hematologic Malignancy,Phase 1
1317,TP00445,CD38;CD3E,CD38,CD3E,CET+CET,Tclin+Tclin,0.398,0.611,0.404,1,0,0,6,3,DC01356,Isatuximab;Teclistamab,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 1
1320,TP00445,CD38;CD3E,CD38,CD3E,CET+CET,Tclin+Tclin,0.398,0.611,0.404,1,0,0,6,3,DC02297,XmAb18968,BsAb,FD00021,Leukemia,Hematologic Malignancy,Phase 1
1321,TP00445,CD38;CD3E,CD38,CD3E,CET+CET,Tclin+Tclin,0.398,0.611,0.404,1,0,0,6,3,DC02297,XmAb18968,BsAb,FD00024,Lymphoma,Hematologic Malignancy,Phase 1
1324,TP00446,CD38;CD3G,CD38,CD3G,CET+CET,Tclin+Tclin,0.282,0.611,0.395,1,0,0,6,3,DC01356,Isatuximab;Teclistamab,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 1
1328,TP00446,CD38;CD3G,CD38,CD3G,CET+CET,Tclin+Tclin,0.282,0.611,0.395,1,0,0,6,3,DC02297,XmAb18968,BsAb,FD00021,Leukemia,Hematologic Malignancy,Phase 1
1329,TP00446,CD38;CD3G,CD38,CD3G,CET+CET,Tclin+Tclin,0.282,0.611,0.395,1,0,0,6,3,DC02297,XmAb18968,BsAb,FD00024,Lymphoma,Hematologic Malignancy,Phase 1
1331,TP00447,CD38;CD47,CD38,CD47,CET+CET,Tchem+Tclin,0.314,0.832,0.331,0,0,0,3,2,DC00849,Daratumumab;Maplirpacept,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 1
1332,TP00447,CD38;CD47,CD38,CD47,CET+CET,Tchem+Tclin,0.314,0.832,0.331,0,0,0,3,2,DC02257,SG2501,BsAb,FD00019,Hematologic Malignancies,Hematologic Malignancy,Phase 1
1334,TP00448,CD38;CRBN,CD38,CRBN,CET+CIT,Tclin+Tclin,0.171,0.605,0.358,0,0,0,5,5,DC01497,Modakafusp Alfa;Pomalidomide,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 1
1336,TP00448,CD38;CRBN,CD38,CRBN,CET+CIT,Tclin+Tclin,0.171,0.605,0.358,0,0,0,5,5,DC00853,Daratumumab;Pomalidomide,DrugComb,FD00020,Kidney Cancer,Kidney Cancer,Approval
1337,TP00448,CD38;CRBN,CD38,CRBN,CET+CIT,Tclin+Tclin,0.171,0.605,0.358,0,0,0,5,5,DC00853,Daratumumab;Pomalidomide,DrugComb,FD00026,Melanoma,Melanoma,Approval
1339,TP00448,CD38;CRBN,CD38,CRBN,CET+CIT,Tclin+Tclin,0.171,0.605,0.358,0,0,0,5,5,DC00853,Daratumumab;Pomalidomide,DrugComb,FD00034,Ovarian Cancer,Ovarian Cancer,Approval
1340,TP00448,CD38;CRBN,CD38,CRBN,CET+CIT,Tclin+Tclin,0.171,0.605,0.358,0,0,0,5,5,DC00853,Daratumumab;Pomalidomide,DrugComb,FD00041,Stomach Cancer,Stomach Cancer,Approval
1343,TP00449,CD38;ICAM1,CD38,ICAM1,CET+CIT,Tchem+Tclin,0.262,0.742,0.317,0,0,0,1,3,DC02293,VP301,BsAb,FD00024,Lymphoma,Hematologic Malignancy,Phase 1
1344,TP00449,CD38;ICAM1,CD38,ICAM1,CET+CIT,Tchem+Tclin,0.262,0.742,0.317,0,0,0,1,3,DC02293,VP301,BsAb,FD00030,Myeloma,Hematologic Malignancy,Phase 1
1345,TP00449,CD38;ICAM1,CD38,ICAM1,CET+CIT,Tchem+Tclin,0.262,0.742,0.317,0,0,0,1,3,DC02293,VP301,BsAb,FD00033,Other Cancer,Other Cancer,Phase 1
1346,TP00450,CD38;IL15,CD38,IL15,CET+CET,Tchem+Tclin,0.377,0.588,0.354,0,0,0,1,1,DC00856,Daratumumab;XmAb24306,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 1
1347,TP00451,CD38;IL15RA,CD38,IL15RA,CET+CET,Tbio+Tclin,0.229,0.751,0.301,0,0,0,1,1,DC00856,Daratumumab;XmAb24306,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 1
1348,TP00452,CD38;PDCD1,CD38,PDCD1,CET+CET,Tclin+Tclin,0.308,0.65,0.788,0,0,0,4,4,DC01496,Modakafusp Alfa;Pembrolizumab,DrugComb,FD00026,Melanoma,Melanoma,Phase 1|Phase 2
1349,TP00452,CD38;PDCD1,CD38,PDCD1,CET+CET,Tclin+Tclin,0.308,0.65,0.788,0,0,0,4,4,DC00718,Cetrelimab;Daratumumab,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 2|Phase 3
1350,TP00452,CD38;PDCD1,CD38,PDCD1,CET+CET,Tclin+Tclin,0.308,0.65,0.788,0,0,0,4,4,DC00697,Cemiplimab;Isatuximab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
1351,TP00452,CD38;PDCD1,CD38,PDCD1,CET+CET,Tclin+Tclin,0.308,0.65,0.788,0,0,0,4,4,DC00852,Daratumumab;Nivolumab,DrugComb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 2
1354,TP00453,CD38;TIGIT,CD38,TIGIT,CET+CET,Tbio+Tclin,0.137,0.734,0.463,0,0,0,1,2,DC00855,Daratumumab;Tiragolumab,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 1
1355,TP00453,CD38;TIGIT,CD38,TIGIT,CET+CET,Tbio+Tclin,0.137,0.734,0.463,0,0,0,1,2,DC00855,Daratumumab;Tiragolumab,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 1
1356,TP00454,CD38;TNFRSF17,CD38,TNFRSF17,CET+CIT,Tclin+Tclin,0.324,0.66,0.322,0,0,0,1,1,DC01356,Isatuximab;Teclistamab,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 1
1357,TP00455,CD3D;CDH17,CD3D,CDH17,CET+CIT,Tbio+Tclin,0.362,0.647,0.547,0,0,0,1,4,DC02024,ARB202,BsAb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 1
1358,TP00455,CD3D;CDH17,CD3D,CDH17,CET+CIT,Tbio+Tclin,0.362,0.647,0.547,0,0,0,1,4,DC02024,ARB202,BsAb,FD00022,Liver Cancer,Liver Cancer,Phase 1
1359,TP00455,CD3D;CDH17,CD3D,CDH17,CET+CIT,Tbio+Tclin,0.362,0.647,0.547,0,0,0,1,4,DC02024,ARB202,BsAb,FD00035,Pancreatic Cancer,Pancreatic Cancer,Phase 1
1360,TP00455,CD3D;CDH17,CD3D,CDH17,CET+CIT,Tbio+Tclin,0.362,0.647,0.547,0,0,0,1,4,DC02024,ARB202,BsAb,FD00041,Stomach Cancer,Stomach Cancer,Phase 1
1361,TP00456,CD3D;CDH3,CD3D,CDH3,CET+CIT,Tbio+Tclin,0.233,0.727,0.494,0,0,0,1,1,DC02213,PF06671008,BsAb,FD00033,Other Cancer,Other Cancer,Phase 1
1362,TP00457,CD3D;CEACAM5,CD3D,CEACAM5,CET+CIT,Tbio+Tclin,0.177,0.609,0.737,0,0,0,3,3,DC02063,Cibisatamab,BsAb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
1363,TP00457,CD3D;CEACAM5,CD3D,CEACAM5,CET+CIT,Tbio+Tclin,0.177,0.609,0.737,0,0,0,3,3,DC02063,Cibisatamab,BsAb,FD00033,Other Cancer,Other Cancer,Phase 1
1364,TP00457,CD3D;CEACAM5,CD3D,CEACAM5,CET+CIT,Tbio+Tclin,0.177,0.609,0.737,0,0,0,3,3,DC02012,AMG211,BsAb,FD00041,Stomach Cancer,Stomach Cancer,Phase 1
1366,TP00458,CD3D;CLDN18,CD3D,CLDN18,CET+CIT,Tbio+Tclin,0.265,0.656,0.759,0,0,0,4,3,DC02025,ASP2138,BsAb,FD00035,Pancreatic Cancer,Pancreatic Cancer,Phase 1
1367,TP00458,CD3D;CLDN18,CD3D,CLDN18,CET+CIT,Tbio+Tclin,0.265,0.656,0.759,0,0,0,4,3,DC02025,ASP2138,BsAb,FD00041,Stomach Cancer,Stomach Cancer,Phase 1
1368,TP00458,CD3D;CLDN18,CD3D,CLDN18,CET+CIT,Tbio+Tclin,0.265,0.656,0.759,0,0,0,4,3,DC02136,IBI389,BsAb,FD00033,Other Cancer,Other Cancer,Phase 1
1371,TP00459,CD3D;CLDN6,CD3D,CLDN6,CET+CIT,Tbio+Tclin,0.157,0.665,0.711,0,0,0,3,3,DC02018,AMG794,BsAb,FD00023,Lung Cancer,Lung Cancer,Phase 1
1372,TP00459,CD3D;CLDN6,CD3D,CLDN6,CET+CIT,Tbio+Tclin,0.157,0.665,0.711,0,0,0,3,3,DC02018,AMG794,BsAb,FD00034,Ovarian Cancer,Ovarian Cancer,Phase 1
1373,TP00459,CD3D;CLDN6,CD3D,CLDN6,CET+CIT,Tbio+Tclin,0.157,0.665,0.711,0,0,0,3,3,DC02049,BNT142,BsAb,FD00033,Other Cancer,Other Cancer,Phase 1|Phase 2
1375,TP00460,CD3D;CLEC12A,CD3D,CLEC12A,CET+CIT,Tbio+Tclin,,0.692,0.622,0,0,0,1,1,DC02276,Tepoditamab,BsAb,FD00021,Leukemia,Hematologic Malignancy,Phase 1
1376,TP00461,CD3D;CRBN,CD3D,CRBN,CET+CIT,Tclin+Tclin,0.142,0.605,0.685,0,0,0,3,2,DC01408,Lenalidomide;Teclistamab,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 3
1377,TP00461,CD3D;CRBN,CD3D,CRBN,CET+CIT,Tclin+Tclin,0.142,0.605,0.685,0,0,0,3,2,DC00552,Blinatumomab;Lenalidomide,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 1
1379,TP00462,CD3D;CTLA4,CD3D,CTLA4,CET+CET,Tclin+Tclin,0.322,0.735,1.0,1,0,2,1,1,DC01950,Tebentafusp;Tremelimumab,DrugComb,FD00026,Melanoma,Melanoma,Phase 1|Phase 2
1380,TP00463,CD3D;DLL3,CD3D,DLL3,CET+CIT,Tbio+Tclin,0.387,1.0,0.445,1,0,0,3,5,DC02038,BI764532,BsAb,FD00017,Glioma,Glioma,Phase 1
1381,TP00463,CD3D;DLL3,CD3D,DLL3,CET+CIT,Tbio+Tclin,0.387,1.0,0.445,1,0,0,3,5,DC02038,BI764532,BsAb,FD00023,Lung Cancer,Lung Cancer,Phase 2
1382,TP00463,CD3D;DLL3,CD3D,DLL3,CET+CIT,Tbio+Tclin,0.387,1.0,0.445,1,0,0,3,5,DC02038,BI764532,BsAb,FD00032,Neuroendocrine Tumor,Other Cancer,Phase 1|Phase 2
1384,TP00463,CD3D;DLL3,CD3D,DLL3,CET+CIT,Tbio+Tclin,0.387,1.0,0.445,1,0,0,3,5,DC02271,Tarlatamab,BsAb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1
1385,TP00463,CD3D;DLL3,CD3D,DLL3,CET+CIT,Tbio+Tclin,0.387,1.0,0.445,1,0,0,3,5,DC02232,QLS31904,BsAb,FD00033,Other Cancer,Other Cancer,Phase 1
1386,TP00464,CD3D;EGFR,CD3D,EGFR,CET+CIT,Tclin+Tclin,0.285,0.607,0.578,1,2,1,5,5,DC01493,MM151;Talquetamab,DrugComb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 1
1387,TP00464,CD3D;EGFR,CD3D,EGFR,CET+CIT,Tclin+Tclin,0.285,0.607,0.578,1,2,1,5,5,DC01493,MM151;Talquetamab,DrugComb,FD00018,Head and Neck Cancer,Head and Neck Cancer,Phase 1
1388,TP00464,CD3D;EGFR,CD3D,EGFR,CET+CIT,Tclin+Tclin,0.285,0.607,0.578,1,2,1,5,5,DC01493,MM151;Talquetamab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
1389,TP00464,CD3D;EGFR,CD3D,EGFR,CET+CIT,Tclin+Tclin,0.285,0.607,0.578,1,2,1,5,5,DC02074,CX904,BsAb,FD00033,Other Cancer,Other Cancer,Phase 1
1390,TP00464,CD3D;EGFR,CD3D,EGFR,CET+CIT,Tclin+Tclin,0.285,0.607,0.578,1,2,1,5,5,DC02247,RO7428731,BsAb,FD00017,Glioma,Glioma,Phase 1
1395,TP00465,CD3D;ENPP3,CD3D,ENPP3,CET+CIT,Tchem+Tclin,0.15,0.695,0.217,0,0,0,1,1,DC02300,XmAb819,BsAb,FD00020,Kidney Cancer,Kidney Cancer,Phase 1
1396,TP00466,CD3D;EPCAM,CD3D,EPCAM,CET+CIT,Tbio+Tclin,0.32,0.646,0.662,0,0,0,4,6,DC02265,Solitomab,BsAb,FD00033,Other Cancer,Other Cancer,Phase 1
1398,TP00466,CD3D;EPCAM,CD3D,EPCAM,CET+CIT,Tbio+Tclin,0.32,0.646,0.662,0,0,0,4,6,DC02053,Catumaxomab,BsAb,FD00006,Bladder Cancer,Bladder Cancer,Phase 1
1399,TP00466,CD3D;EPCAM,CD3D,EPCAM,CET+CIT,Tbio+Tclin,0.32,0.646,0.662,0,0,0,4,6,DC02053,Catumaxomab,BsAb,FD00034,Ovarian Cancer,Ovarian Cancer,Phase 2
1400,TP00466,CD3D;EPCAM,CD3D,EPCAM,CET+CIT,Tbio+Tclin,0.32,0.646,0.662,0,0,0,4,6,DC02053,Catumaxomab,BsAb,FD00041,Stomach Cancer,Stomach Cancer,Phase 3
1401,TP00466,CD3D;EPCAM,CD3D,EPCAM,CET+CIT,Tbio+Tclin,0.32,0.646,0.662,0,0,0,4,6,DC02053,Catumaxomab,BsAb,FD00047,Malignant Ascites,Other Cancer,Approval
1402,TP00466,CD3D;EPCAM,CD3D,EPCAM,CET+CIT,Tbio+Tclin,0.32,0.646,0.662,0,0,0,4,6,DC02182,M701,BsAb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
1404,TP00467,CD3D;ERBB2,CD3D,ERBB2,CET+CIT,Tclin+Tclin,0.353,0.715,0.677,0,0,0,5,2,DC02098,Ertumaxomab,BsAb,FD00007,Breast Cancer,Breast Cancer,Phase 2
1405,TP00467,CD3D;ERBB2,CD3D,ERBB2,CET+CIT,Tclin+Tclin,0.353,0.715,0.677,0,0,0,5,2,DC02098,Ertumaxomab,BsAb,FD00033,Other Cancer,Other Cancer,Phase 1|Phase 2
1411,TP00468,CD3D;FAP,CD3D,FAP,CET+CIT,Tchem+Tclin,0.212,0.622,0.516,0,0,0,1,2,DC02200,NG641,BsAb,FD00018,Head and Neck Cancer,Head and Neck Cancer,Phase 1
1412,TP00468,CD3D;FAP,CD3D,FAP,CET+CIT,Tchem+Tclin,0.212,0.622,0.516,0,0,0,1,2,DC02200,NG641,BsAb,FD00033,Other Cancer,Other Cancer,Phase 1
1413,TP00469,CD3D;FCRL5,CD3D,FCRL5,CET+CET,Tbio+Tclin,1.0,0.505,0.958,0,0,0,1,1,DC02062,Cevostamab,BsAb,FD00030,Myeloma,Hematologic Malignancy,Phase 2
1414,TP00470,CD3D;FLT3,CD3D,FLT3,CET+CIT,Tclin+Tclin,0.372,0.645,0.572,1,0,1,2,2,DC02066,CLN049,BsAb,FD00021,Leukemia,Hematologic Malignancy,Phase 1
1415,TP00470,CD3D;FLT3,CD3D,FLT3,CET+CIT,Tclin+Tclin,0.372,0.645,0.572,1,0,1,2,2,DC02066,CLN049,BsAb,FD00030,Myeloma,Hematologic Malignancy,Phase 1
1417,TP00471,CD3D;FOLH1,CD3D,FOLH1,CET+CET,Tclin+Tclin,0.091,0.687,0.28,0,0,0,9,5,DC02235,REGN4336,BsAb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1|Phase 2
1419,TP00471,CD3D;FOLH1,CD3D,FOLH1,CET+CET,Tclin+Tclin,0.091,0.687,0.28,0,0,0,9,5,DC02114,GEM3PSCA,BsAb,FD00006,Bladder Cancer,Bladder Cancer,Phase 1
1420,TP00471,CD3D;FOLH1,CD3D,FOLH1,CET+CET,Tclin+Tclin,0.091,0.687,0.28,0,0,0,9,5,DC02114,GEM3PSCA,BsAb,FD00020,Kidney Cancer,Kidney Cancer,Phase 1
1421,TP00471,CD3D;FOLH1,CD3D,FOLH1,CET+CET,Tclin+Tclin,0.091,0.687,0.28,0,0,0,9,5,DC02114,GEM3PSCA,BsAb,FD00023,Lung Cancer,Lung Cancer,Phase 1
1424,TP00471,CD3D;FOLH1,CD3D,FOLH1,CET+CET,Tclin+Tclin,0.091,0.687,0.28,0,0,0,9,5,DC02292,Voxalatamab,BsAb,FD00033,Other Cancer,Other Cancer,Phase 1
1431,TP00472,CD3D;GPA33,CD3D,GPA33,CET+CIT,Tbio+Tclin,,0.595,0.873,0,0,0,1,1,DC02191,MGD007,BsAb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 1|Phase 2
1432,TP00473,CD3D;GPC3,CD3D,GPC3,CET+CIT,Tbio+Tclin,0.288,0.574,0.616,0,0,0,2,2,DC02099,ERY974,BsAb,FD00022,Liver Cancer,Liver Cancer,Phase 1
1433,TP00473,CD3D;GPC3,CD3D,GPC3,CET+CIT,Tbio+Tclin,0.288,0.574,0.616,0,0,0,2,2,DC02099,ERY974,BsAb,FD00033,Other Cancer,Other Cancer,Phase 1
1435,TP00474,CD3D;GPRC5D,CD3D,GPRC5D,CET+CIT,Tbio+Tclin,0.465,0.638,0.753,0,0,0,2,1,DC02270,Talquetamab,BsAb,FD00030,Myeloma,Hematologic Malignancy,Approval
1437,TP00475,CD3D;GSAP,CD3D,GSAP,CET+CIT,Tchem+Tclin,0.109,0.486,0.664,0,0,0,1,1,DC01556,Nirogacestat;Teclistamab,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 1
1438,TP00476,CD3D;GUCY2C,CD3D,GUCY2C,CET+CIT,Tclin+Tclin,0.486,0.688,0.496,0,0,0,1,3,DC02214,PF07062119,BsAb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 1
1439,TP00476,CD3D;GUCY2C,CD3D,GUCY2C,CET+CIT,Tclin+Tclin,0.486,0.688,0.496,0,0,0,1,3,DC02214,PF07062119,BsAb,FD00014,Esophageal Cancer,Esophageal Cancer,Phase 1
1440,TP00476,CD3D;GUCY2C,CD3D,GUCY2C,CET+CIT,Tclin+Tclin,0.486,0.688,0.496,0,0,0,1,3,DC02214,PF07062119,BsAb,FD00041,Stomach Cancer,Stomach Cancer,Phase 1
1441,TP00477,CD3D;HLA-G,CD3D,HLA-G,CET+CET,Tbio+Tclin,0.22,0.617,0.742,3,1,1,1,1,DC02161,JNJ78306358,BsAb,FD00033,Other Cancer,Other Cancer,Phase 1
1442,TP00478,CD3D;IL3RA,CD3D,IL3RA,CET+CIT,Tclin+Tclin,0.485,0.738,0.806,1,0,0,6,3,DC02289,Vibecotamab,BsAb,FD00019,Hematologic Malignancies,Hematologic Malignancy,Phase 1
1443,TP00478,CD3D;IL3RA,CD3D,IL3RA,CET+CIT,Tclin+Tclin,0.485,0.738,0.806,1,0,0,6,3,DC02289,Vibecotamab,BsAb,FD00021,Leukemia,Hematologic Malignancy,Phase 2
1444,TP00478,CD3D;IL3RA,CD3D,IL3RA,CET+CIT,Tclin+Tclin,0.485,0.738,0.806,1,0,0,6,3,DC02289,Vibecotamab,BsAb,FD00030,Myeloma,Hematologic Malignancy,Phase 2
1454,TP00479,CD3D;KLK2,CD3D,KLK2,CET+CIT,Tchem+Tclin,0.09,0.363,0.099,0,0,0,1,1,DC02160,JNJ78278343,BsAb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1
1455,TP00480,CD3D;LY6G6D,CD3D,LY6G6D,CET+CIT,Tbio+Tclin,0.424,0.613,0.716,0,0,0,1,1,DC02048,BLYG8824A,BsAb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 1
1456,TP00481,CD3D;MAGEA4,CD3D,MAGEA4,CET+CIT,Tbio+Tclin,0.229,0.299,0.715,0,0,0,2,1,DC02249,RO7444973,BsAb,FD00033,Other Cancer,Other Cancer,Phase 1
1458,TP00482,CD3D;MS4A1,CD3D,MS4A1,CET+CIT,Tclin+Tclin,0.405,0.621,0.692,1,0,0,13,6,DC02185,MBS303,BsAb,FD00024,Lymphoma,Hematologic Malignancy,Phase 1|Phase 2
1460,TP00482,CD3D;MS4A1,CD3D,MS4A1,CET+CIT,Tclin+Tclin,0.405,0.621,0.692,1,0,0,13,6,DC02095,Epcoritamab,BsAb,FD00021,Leukemia,Hematologic Malignancy,Phase 1|Phase 2
1464,TP00482,CD3D;MS4A1,CD3D,MS4A1,CET+CIT,Tclin+Tclin,0.405,0.621,0.692,1,0,0,13,6,DC02194,Mosunetuzumab,BsAb,FD00019,Hematologic Malignancies,Hematologic Malignancy,Phase 1|Phase 2
1472,TP00482,CD3D;MS4A1,CD3D,MS4A1,CET+CIT,Tclin+Tclin,0.405,0.621,0.692,1,0,0,13,6,DC02280,TQB2825,BsAb,FD00033,Other Cancer,Other Cancer,Phase 1|Phase 2
1473,TP00482,CD3D;MS4A1,CD3D,MS4A1,CET+CIT,Tclin+Tclin,0.405,0.621,0.692,1,0,0,13,6,DC02280,TQB2825,BsAb,FD00034,Ovarian Cancer,Ovarian Cancer,Phase 1
1474,TP00482,CD3D;MS4A1,CD3D,MS4A1,CET+CIT,Tclin+Tclin,0.405,0.621,0.692,1,0,0,13,6,DC02280,TQB2825,BsAb,FD00040,Soft Tissue Sarcoma,Other Cancer,Phase 2
1480,TP00483,CD3D;MUC16,CD3D,MUC16,CET+CIT,Tbio+Tclin,0.243,0.624,1.0,0,0,0,2,2,DC02174,LBL033,BsAb,FD00033,Other Cancer,Other Cancer,Phase 1|Phase 2
1481,TP00483,CD3D;MUC16,CD3D,MUC16,CET+CIT,Tbio+Tclin,0.243,0.624,1.0,0,0,0,2,2,DC02286,Ubamatamab,BsAb,FD00034,Ovarian Cancer,Ovarian Cancer,Phase 1|Phase 2
1482,TP00484,CD3D;MUC17,CD3D,MUC17,CET+CIT,Tbio+Tclin,0.285,0.698,0.633,0,0,0,1,3,DC02288,Vepsitamab,BsAb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 1
1483,TP00484,CD3D;MUC17,CD3D,MUC17,CET+CIT,Tbio+Tclin,0.285,0.698,0.633,0,0,0,1,3,DC02288,Vepsitamab,BsAb,FD00035,Pancreatic Cancer,Pancreatic Cancer,Phase 1
1484,TP00484,CD3D;MUC17,CD3D,MUC17,CET+CIT,Tbio+Tclin,0.285,0.698,0.633,0,0,0,1,3,DC02288,Vepsitamab,BsAb,FD00041,Stomach Cancer,Stomach Cancer,Phase 1
1485,TP00485,CD3D;NCR3LG1,CD3D,NCR3LG1,CET+CET,Tbio+Tclin,0.275,0.704,0.701,0,1,0,1,5,DC02039,BI765049,BsAb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 1
1486,TP00485,CD3D;NCR3LG1,CD3D,NCR3LG1,CET+CET,Tbio+Tclin,0.275,0.704,0.701,0,1,0,1,5,DC02039,BI765049,BsAb,FD00018,Head and Neck Cancer,Head and Neck Cancer,Phase 1
1487,TP00485,CD3D;NCR3LG1,CD3D,NCR3LG1,CET+CET,Tbio+Tclin,0.275,0.704,0.701,0,1,0,1,5,DC02039,BI765049,BsAb,FD00022,Liver Cancer,Liver Cancer,Phase 1
1488,TP00485,CD3D;NCR3LG1,CD3D,NCR3LG1,CET+CET,Tbio+Tclin,0.275,0.704,0.701,0,1,0,1,5,DC02039,BI765049,BsAb,FD00023,Lung Cancer,Lung Cancer,Phase 1
1489,TP00485,CD3D;NCR3LG1,CD3D,NCR3LG1,CET+CET,Tbio+Tclin,0.275,0.704,0.701,0,1,0,1,5,DC02039,BI765049,BsAb,FD00035,Pancreatic Cancer,Pancreatic Cancer,Phase 1
1490,TP00486,CD3D;PDCD1,CD3D,PDCD1,CET+CET,Tclin+Tclin,0.249,0.763,1.0,2,1,2,14,15,DC00181,AMX-818;Pembrolizumab,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1|Phase 2
1491,TP00486,CD3D;PDCD1,CD3D,PDCD1,CET+CET,Tclin+Tclin,0.249,0.763,1.0,2,1,2,14,15,DC00508,BI765049;Ezabenlimab,DrugComb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 1
1492,TP00486,CD3D;PDCD1,CD3D,PDCD1,CET+CET,Tclin+Tclin,0.249,0.763,1.0,2,1,2,14,15,DC00508,BI765049;Ezabenlimab,DrugComb,FD00018,Head and Neck Cancer,Head and Neck Cancer,Phase 1
1493,TP00486,CD3D;PDCD1,CD3D,PDCD1,CET+CET,Tclin+Tclin,0.249,0.763,1.0,2,1,2,14,15,DC00508,BI765049;Ezabenlimab,DrugComb,FD00022,Liver Cancer,Liver Cancer,Phase 1
1494,TP00486,CD3D;PDCD1,CD3D,PDCD1,CET+CET,Tclin+Tclin,0.249,0.763,1.0,2,1,2,14,15,DC00508,BI765049;Ezabenlimab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
1495,TP00486,CD3D;PDCD1,CD3D,PDCD1,CET+CET,Tclin+Tclin,0.249,0.763,1.0,2,1,2,14,15,DC00508,BI765049;Ezabenlimab,DrugComb,FD00035,Pancreatic Cancer,Pancreatic Cancer,Phase 1
1496,TP00486,CD3D;PDCD1,CD3D,PDCD1,CET+CET,Tclin+Tclin,0.249,0.763,1.0,2,1,2,14,15,DC01090,Etevritamab;Zeluvalimab,DrugComb,FD00017,Glioma,Glioma,Phase 1
1500,TP00486,CD3D;PDCD1,CD3D,PDCD1,CET+CET,Tclin+Tclin,0.249,0.763,1.0,2,1,2,14,15,DC00771,Cibisatamab;Nivolumab,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 2
1503,TP00486,CD3D;PDCD1,CD3D,PDCD1,CET+CET,Tclin+Tclin,0.249,0.763,1.0,2,1,2,14,15,DC00507,BI764532;Ezabenlimab,DrugComb,FD00032,Neuroendocrine Tumor,Other Cancer,Phase 1|Phase 2
1504,TP00486,CD3D;PDCD1,CD3D,PDCD1,CET+CET,Tclin+Tclin,0.249,0.763,1.0,2,1,2,14,15,DC00553,Blinatumomab;Pembrolizumab,DrugComb,FD00019,Hematologic Malignancies,Hematologic Malignancy,Phase 1
