dcid	dc_name	dc_sourcetype	fdid	fd_name	md_name	maxphase
DC00649	Canakinumab;Spartalizumab	DrugComb	FD00020	Kidney Cancer	Kidney Cancer	Early Phase 1
DC00649	Canakinumab;Spartalizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00649	Canakinumab;Spartalizumab	DrugComb	FD00026	Melanoma	Melanoma	Phase 2
DC00650	Capivasertib;Enzalutamide	DrugComb	FD00038	Prostate Cancer	Prostate Cancer	Phase 2
DC00651	Capivasertib;Fulvestrant	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 3
DC00651	Capivasertib;Fulvestrant	DrugComb	FD00038	Prostate Cancer	Prostate Cancer	Phase 1
DC00652	Capivasertib;Olaparib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00653	Capivasertib;Trastuzumab Deruxtecan	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC00654	Capmatinib;Cetuximab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC00654	Capmatinib;Cetuximab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
DC00655	Capmatinib;Erlotinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00656	Capmatinib;Gefitinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00657	Capmatinib;Nazartinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00658	Capmatinib;Neratinib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC00659	Capmatinib;Nivolumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00660	Capmatinib;Osimertinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 3
DC00661	Capmatinib;Osimertinib;Ramucirumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00662	Capmatinib;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00663	Capmatinib;Spartalizumab	DrugComb	FD00014	Esophageal Cancer	Esophageal Cancer	Phase 2
DC00663	Capmatinib;Spartalizumab	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 1|Phase 2
DC00663	Capmatinib;Spartalizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00663	Capmatinib;Spartalizumab	DrugComb	FD00026	Melanoma	Melanoma	Phase 2
DC00663	Capmatinib;Spartalizumab	DrugComb	FD00041	Stomach Cancer	Stomach Cancer	Phase 2
DC00664	Capmatinib;Trametinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00665	Carfilzomib;Daratumumab	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Approval
DC00666	Carfilzomib;Ibrutinib	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC00667	Carfilzomib;Isatuximab	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Approval
DC00668	Carfilzomib;Lenalidomide;Rituximab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC00669	Carfilzomib;Modakafusp Alfa	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 1
DC00670	Carfilzomib;Panobinostat	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 1|Phase 2
DC00671	Carfilzomib;Romidepsin	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1|Phase 2
DC00672	Carfilzomib;Teclistamab	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 1
DC00673	Carfilzomib;Umbralisib	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1|Phase 2
DC00674	Carfilzomib;Vedolizumab	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 1
DC00675	Carotuximab;Enzalutamide	DrugComb	FD00038	Prostate Cancer	Prostate Cancer	Phase 2
DC00676	Carotuximab;Nivolumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00677	Carotuximab;Osimertinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00678	Carotuximab;Pazopanib	DrugComb	FD00040	Soft Tissue Sarcoma	Other Cancer	Phase 1|Phase 2
DC00679	Carotuximab;Sorafenib	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 1|Phase 2
DC00680	Casdozokitug;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00681	Casdozokitug;Toripalimab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00682	CB103;Venetoclax	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 2
DC00683	CBL0137;Ipilimumab;Nivolumab	DrugComb	FD00026	Melanoma	Melanoma	Early Phase 1
DC00684	CDX1140;CDX301	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00684	CDX1140;CDX301	DrugComb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 2
DC00685	CDX1140;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00686	CDX3379;Trametinib	DrugComb	FD00026	Melanoma	Melanoma	Phase 1|Phase 2
DC00687	Cediranib;Dasatinib	DrugComb	FD00038	Prostate Cancer	Prostate Cancer	Phase 2
DC00688	Cediranib;Durvalumab	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC00688	Cediranib;Durvalumab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC00688	Cediranib;Durvalumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00688	Cediranib;Durvalumab	DrugComb	FD00026	Melanoma	Melanoma	Phase 2
DC00689	Cediranib;Durvalumab;Olaparib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC00689	Cediranib;Durvalumab;Olaparib	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC00689	Cediranib;Durvalumab;Olaparib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00690	Cediranib;Fulvestrant	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 2
DC00691	Cediranib;Olaparib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC00691	Cediranib;Olaparib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00691	Cediranib;Olaparib	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 2
DC00691	Cediranib;Olaparib	DrugComb	FD00038	Prostate Cancer	Prostate Cancer	Phase 2
DC00692	Cediranib;RO4929097	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00693	Cemiplimab;Dupilumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00694	Cemiplimab;Fianlimab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2|Phase 3
DC00694	Cemiplimab;Fianlimab	DrugComb	FD00026	Melanoma	Melanoma	Phase 3
DC00694	Cemiplimab;Fianlimab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00695	Cemiplimab;HST1011	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC00696	Cemiplimab;Ipilimumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 3
DC00697	Cemiplimab;Isatuximab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00698	Cemiplimab;OR2805	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00699	Cemiplimab;Pegenzileukin	DrugComb	FD00012	Cutaneous Squamous Cell Carcinoma	Other Cancer	Phase 1|Phase 2
DC00699	Cemiplimab;Pegenzileukin	DrugComb	FD00026	Melanoma	Melanoma	Phase 1|Phase 2
DC00700	Cemiplimab;REGN4659	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00701	Cemiplimab;REGN7075	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC00702	Cemiplimab;S095018	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00703	Cemiplimab;S095024	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00704	Cemiplimab;S095029	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00705	Cemiplimab;Sarilumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00706	Cemiplimab;Tuvusertib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00707	Cemiplimab;Ubamatamab	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 1|Phase 2
DC00708	Cemiplimab;Vidutolimod	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00709	Ceralasertib;Durvalumab	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 2
DC00709	Ceralasertib;Durvalumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 3
DC00709	Ceralasertib;Durvalumab	DrugComb	FD00026	Melanoma	Melanoma	Phase 2
DC00709	Ceralasertib;Durvalumab	DrugComb	FD00041	Stomach Cancer	Stomach Cancer	Phase 2
DC00710	Ceralasertib;Olaparib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00710	Ceralasertib;Olaparib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 2
DC00710	Ceralasertib;Olaparib	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 2
DC00710	Ceralasertib;Olaparib	DrugComb	FD00040	Soft Tissue Sarcoma	Other Cancer	Phase 2
DC00711	Ceralasertib;Saruparib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00712	Ceritinib;Everolimus	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00713	Ceritinib;Luminespib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00714	Ceritinib;Nivolumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00715	Ceritinib;Ribociclib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00716	Ceritinib;Trametinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00716	Ceritinib;Trametinib	DrugComb	FD00026	Melanoma	Melanoma	Phase 1
DC00717	Cetrelimab;Cetrelimab;Niraparib	DrugComb	FD00038	Prostate Cancer	Prostate Cancer	Phase 1|Phase 2
DC00718	Cetrelimab;Daratumumab	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 2|Phase 3
DC00719	Cetrelimab;Erdafitinib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00720	Cetrelimab;JNJ78278343	DrugComb	FD00038	Prostate Cancer	Prostate Cancer	Phase 1
DC00721	Cetrelimab;Niraparib	DrugComb	FD00038	Prostate Cancer	Prostate Cancer	Phase 1|Phase 2
DC00722	Cetuximab;Cixutumumab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 2
DC00723	Cetuximab;Copanlisib	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1|Phase 2
DC00724	Cetuximab;Divarasib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00725	Cetuximab;Durvalumab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 2
DC00726	Cetuximab;Elgemtumab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1|Phase 2
DC00727	Cetuximab;EMD1201081	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 2
DC00728	Cetuximab;Encorafenib	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Approval
DC00729	Cetuximab;Encorafenib;Temuterkib	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC00729	Cetuximab;Encorafenib;Temuterkib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00729	Cetuximab;Encorafenib;Temuterkib	DrugComb	FD00026	Melanoma	Melanoma	Phase 1
DC00730	Cetuximab;Erlotinib	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 2
DC00730	Cetuximab;Erlotinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00730	Cetuximab;Erlotinib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00731	Cetuximab;Evorpacept;Pembrolizumab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 2
DC00732	Cetuximab;Gefitinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00733	Cetuximab;Golvatinib	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1|Phase 2
DC00734	Cetuximab;IBI351	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC00734	Cetuximab;IBI351	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00735	Cetuximab;Ibrutinib	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 2
DC00736	Cetuximab;Imatinib	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Early Phase 1
DC00737	Cetuximab;JAB21822	DrugComb	FD00003	Appendix Cancer	Other Cancer	Phase 1|Phase 2
DC00737	Cetuximab;JAB21822	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC00737	Cetuximab;JAB21822	DrugComb	FD00039	Small Intestine Cancer	Other Cancer	Phase 1|Phase 2
DC00738	Cetuximab;Lenalidomide	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 2
DC00739	Cetuximab;Linsitinib	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 2
DC00740	Cetuximab;LY3499446	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00741	Cetuximab;Magrolimab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC00742	Cetuximab;Monalizumab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 3
DC00743	Cetuximab;Motolimod	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
DC00744	Cetuximab;Nanrilkefusp Alfa	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 2
DC00745	Cetuximab;Neratinib	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC00746	Cetuximab;Nivolumab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
DC00747	Cetuximab;NKTR255	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC00748	Cetuximab;Opnurasib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00749	Cetuximab;Osimertinib;Tucatinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00750	Cetuximab;Palbociclib	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 3
DC00751	Cetuximab;Pembrolizumab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 2
DC00751	Cetuximab;Pembrolizumab	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 2
DC00752	Cetuximab;PF07799933	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00753	Cetuximab;Prexasertib	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
DC00754	Cetuximab;Ridaforolimus	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00755	Cetuximab;Selumetinib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00756	Cetuximab;Seribantumab	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC00756	Cetuximab;Seribantumab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC00756	Cetuximab;Seribantumab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
DC00756	Cetuximab;Seribantumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00757	Cetuximab;Sirolimus	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00758	Cetuximab;Sorafenib	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 2
DC00758	Cetuximab;Sorafenib	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1|Phase 2
DC00759	Cetuximab;Temsirolimus	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC00759	Cetuximab;Temsirolimus	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00760	Cetuximab;Tepotinib	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 2
DC00761	Cetuximab;Tovorafenib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00762	Cetuximab;Trastuzumab	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC00762	Cetuximab;Trastuzumab	DrugComb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 1|Phase 2
DC00763	Cetuximab;TTX080	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00764	Cetuximab;Urelumab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC00764	Cetuximab;Urelumab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
DC00765	Cetuximab;Vemurafenib	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 2
DC00766	CFI402411;Pembrolizumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC00767	CFT1946;Trametinib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC00768	Chiauranib;Tucidinostat	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1|Phase 2
DC00769	CHS006;Toripalimab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00770	Cibisatamab;Elotuzumab	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 1
DC00771	Cibisatamab;Nivolumab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 2
DC00771	Cibisatamab;Nivolumab	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 2
DC00772	Cibisatamab;Obinutuzumab;RO7122290	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC00773	Ciforadenant;Mupadolimab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00774	Cifurtilimab;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00775	Cintirorgon;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00776	Cirmtuzumab;Venetoclax	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 2
DC00777	Citarinostat;Nivolumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00778	Cixutumumab;Erlotinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00779	Cixutumumab;Everolimus;Octreotide	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00780	Cixutumumab;Temsirolimus	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00781	CLN619;Pembrolizumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00782	CM24;Nivolumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00783	CM24;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00784	CNF2024;Exemestane	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 2
DC00785	Cobimetinib;Ipilimumab;Nivolumab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 2
DC00786	Cobimetinib;LY3022855;Vemurafenib	DrugComb	FD00026	Melanoma	Melanoma	Phase 1|Phase 2
DC00787	Cobimetinib;Pictilisib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00788	Cobimetinib;Ravoxertinib	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC00788	Cobimetinib;Ravoxertinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00788	Cobimetinib;Ravoxertinib	DrugComb	FD00026	Melanoma	Melanoma	Phase 1
DC00789	Cobimetinib;Vemurafenib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2|Phase 3
DC00789	Cobimetinib;Vemurafenib	DrugComb	FD00026	Melanoma	Melanoma	Approval
DC00790	Cobimetinib;Venetoclax	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 1
DC00791	Cobolimab;Dostarlimab	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 2
DC00792	Cofetuzumab Pelidotin;Gedatolisib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC00793	Coltuximab Ravtansine;Rituximab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 2
DC00794	COM701;COM902	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00795	COM701;Nivolumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00796	Conatumumab;Ganitumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00797	Conatumumab;Panitumumab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC00798	Copanlisib;Elimusertib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00799	Copanlisib;Fulvestrant	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC00799	Copanlisib;Fulvestrant	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 2
DC00800	Copanlisib;Nivolumab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
DC00800	Copanlisib;Nivolumab	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 1
DC00800	Copanlisib;Nivolumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00800	Copanlisib;Nivolumab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC00801	Copanlisib;Obinutuzumab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 2
DC00802	Copanlisib;Pembrolizumab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1|Phase 2
DC00803	Copanlisib;Rituximab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 3
DC00804	Copanlisib;Romidepsin	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC00805	Copanlisib;Rucaparib	DrugComb	FD00038	Prostate Cancer	Prostate Cancer	Phase 1|Phase 2
DC00806	Copanlisib;Trastuzumab	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC00807	Copanlisib;Trastuzumab Emtansine	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC00808	Copanlisib;Venetoclax	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1|Phase 2
DC00809	Cosibelimab;Ublituximab;Umbralisib	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 1
DC00809	Cosibelimab;Ublituximab;Umbralisib	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC00810	CPGJ602;Cetuximab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 2
DC00811	Crenigacestat;Samotolisib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC00811	Crenigacestat;Samotolisib	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC00811	Crenigacestat;Samotolisib	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 1
DC00812	Crenigacestat;Taladegib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC00812	Crenigacestat;Taladegib	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC00812	Crenigacestat;Taladegib	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 1
DC00813	Crizotinib;Dacomitinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00814	Crizotinib;Dasatinib	DrugComb	FD00017	Glioma	Glioma	Phase 1
DC00814	Crizotinib;Dasatinib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00815	Crizotinib;Enzalutamide	DrugComb	FD00038	Prostate Cancer	Prostate Cancer	Phase 1
DC00816	Crizotinib;Erlotinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00817	Crizotinib;Ganetespib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00818	Crizotinib;Ipilimumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00819	Crizotinib;Lorlatinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00820	Crizotinib;Nivolumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00821	Crizotinib;Onalespib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00822	Crizotinib;Pazopanib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00823	Crizotinib;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00824	CS1002;Nofazinlimab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00825	CTX471;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00826	CUE101;Pembrolizumab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
DC00827	Cusatuzumab;Venetoclax	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 1
DC00828	Dabrafenib;Eprenetapopt	DrugComb	FD00026	Melanoma	Melanoma	Phase 1|Phase 2
DC00829	Dabrafenib;Itacitinib;Trametinib	DrugComb	FD00026	Melanoma	Melanoma	Phase 1
DC00830	Dabrafenib;Pembrolizumab;Trametinib	DrugComb	FD00026	Melanoma	Melanoma	Phase 2
DC00831	Dabrafenib;Spartalizumab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 2
DC00832	Dabrafenib;Trametinib	DrugComb	FD00017	Glioma	Glioma	Approval
DC00832	Dabrafenib;Trametinib	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Approval
DC00832	Dabrafenib;Trametinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Approval
DC00832	Dabrafenib;Trametinib	DrugComb	FD00026	Melanoma	Melanoma	Approval
DC00832	Dabrafenib;Trametinib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 2
DC00833	Dacomitinib;Osimertinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00834	Dactolisib;Everolimus	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00835	Dactolisib;Letrozole	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC00836	Dalotuzumab;Dasatinib;Fulvestrant	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC00837	Dalotuzumab;Erlotinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00838	Dalotuzumab;Exemestane;Ridaforolimus	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 2
DC00839	Dalotuzumab;Fulvestrant	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
