tpid	tp_name	genename1	genename2	tp_moatype	tp_tcrd_tdl	gosemsinbp	gosemsincc	gosemsinmf	tp_keggpathways_no	tp_reactomepathways_no	tp_wikipathways_no	tp_associateddrugs_no	tp_associateddiseases_no
TP01053	ESR2;KDR	ESR2	KDR	CET+CIT	Tclin+Tclin	0.308	0.499	0.44	0	0	1	1	1
TP01054	ESR2;MAP2K1	ESR2	MAP2K1	CIT+CIT	Tclin+Tclin	0.407	0.659	0.344	7	0	2	1	1
TP01055	ESR2;MAP2K2	ESR2	MAP2K2	CIT+CIT	Tclin+Tclin	0.54	0.586	0.372	7	0	2	1	1
TP01056	ESR2;MAPK11	ESR2	MAPK11	CIT+CIT	Tchem+Tclin	0.404	0.786	0.332	2	0	0	1	1
TP01057	ESR2;MAPK14	ESR2	MAPK14	CIT+CIT	Tchem+Tclin	0.407	0.703	0.407	2	0	0	1	1
TP01058	ESR2;MTOR	ESR2	MTOR	CIT+CIT	Tclin+Tclin	0.344	0.581	0.431	4	1	3	6	4
TP01059	ESR2;PARP1	ESR2	PARP1	CIT+CIT	Tclin+Tclin	0.407	0.717	0.597	0	0	3	2	2
TP01060	ESR2;PARP2	ESR2	PARP2	CIT+CIT	Tclin+Tclin	0.313	0.878	0.469	0	0	0	2	2
TP01061	ESR2;PDCD1	ESR2	PDCD1	CET+CIT	Tclin+Tclin	0.196	0.229	1.0	0	0	0	1	1
TP01062	ESR2;PGR	ESR2	PGR	CIT+CIT	Tclin+Tclin	0.695	0.796	0.924	3	1	4	1	1
TP01063	ESR2;PIK3CA	ESR2	PIK3CA	CIT+CIT	Tclin+Tclin	0.337	0.363	0.291	7	4	2	11	4
TP01064	ESR2;PIK3CB	ESR2	PIK3CB	CIT+CIT	Tchem+Tclin	0.389	0.628	0.323	7	3	1	2	1
TP01065	ESR2;PIK3CD	ESR2	PIK3CD	CIT+CIT	Tclin+Tclin	0.33	0.395	0.301	7	3	2	5	2
TP01066	ESR2;PIK3CG	ESR2	PIK3CG	CIT+CIT	Tclin+Tclin	0.32	0.375	0.304	0	0	0	2	1
TP01067	ESR2;PRKCB	ESR2	PRKCB	CIT+CIT	Tchem+Tclin	0.513	0.599	0.397	3	0	1	1	1
TP01068	ESR2;TTK	ESR2	TTK	CIT+CIT	Tchem+Tclin	0.223	0.697	0.366	0	0	0	1	1
TP01069	EZH1;PDCD1	EZH1	PDCD1	CET+CIT	Tchem+Tclin	0.193	0.202	1.0	0	0	0	1	1
TP01070	EZH2;MS4A1	EZH2	MS4A1	CIT+CIT	Tclin+Tclin	0.242	0.48	0.428	0	0	0	1	1
TP01071	EZH2;PARP1	EZH2	PARP1	CIT+CIT	Tclin+Tclin	0.452	0.73	0.546	0	0	0	1	1
TP01072	EZH2;PARP2	EZH2	PARP2	CIT+CIT	Tclin+Tclin	0.306	0.758	0.575	0	0	0	1	1
TP01073	EZH2;PDCD1	EZH2	PDCD1	CET+CIT	Tclin+Tclin	0.23	0.24	1.0	0	0	0	3	2
TP01074	EZH2;PIK3CD	EZH2	PIK3CD	CIT+CIT	Tclin+Tclin	0.331	0.469	0.333	2	0	2	1	1
TP01075	F3;PDCD1	F3	PDCD1	CET+CIT	Tclin+Tclin	0.187	0.692	1.0	0	0	0	2	2
TP01076	F3;VEGFA	F3	VEGFA	CET+CIT	Tclin+Tclin	0.443	0.634	0.542	1	0	1	2	2
TP01077	FAP;IL2RA	FAP	IL2RA	CET+CIT	Tchem+Tclin	0.292	0.48	0.452	0	0	0	1	6
TP01078	FAP;IL2RB	FAP	IL2RB	CET+CIT	Tchem+Tclin	0.283	0.643	0.408	0	0	0	1	6
TP01079	FAP;IL2RG	FAP	IL2RG	CIT+CIT	Tchem+Tclin	0.252	0.653	0.397	0	0	0	1	6
TP01080	FAP;PDCD1	FAP	PDCD1	CET+CIT	Tchem+Tclin	0.33	0.553	1.0	0	0	1	3	3
TP01081	FAP;TNFRSF9	FAP	TNFRSF9	CET+CIT	Tbio+Tchem	0.403	0.504	0.476	0	0	1	3	2
TP01082	FASN;VEGFA	FASN	VEGFA	CET+CIT	Tchem+Tclin	0.276	0.676	0.376	0	0	1	1	1
TP01083	FCGR3A;IL3RA	FCGR3A	IL3RA	CET+CIT	Tclin+Tclin	0.327	0.675	0.718	0	0	0	1	1
TP01084	FCGR3A;PDCD1	FCGR3A	PDCD1	CET+CET	Tclin+Tclin	0.483	0.721	1.0	0	0	0	1	1
TP01085	FCGR3A;TNFRSF17	FCGR3A	TNFRSF17	CET+CIT	Tclin+Tclin	0.522	0.651	0.744	0	0	0	1	1
TP01086	FCGR3A;TNFRSF8	FCGR3A	TNFRSF8	CET+CIT	Tclin+Tclin	0.348	0.766	1.0	0	0	0	1	2
TP01087	FGFR1;MAP2K1	FGFR1	MAP2K1	CIT+CIT	Tclin+Tclin	0.582	0.706	0.735	13	0	13	1	1
TP01088	FGFR1;MAP2K2	FGFR1	MAP2K2	CIT+CIT	Tclin+Tclin	0.472	0.676	0.731	12	0	13	1	1
TP01089	FGFR1;MET	FGFR1	MET	CIT+CIT	Tclin+Tclin	0.632	0.815	0.856	10	0	8	1	1
TP01090	FGFR1;PDCD1	FGFR1	PDCD1	CET+CIT	Tclin+Tclin	0.299	0.603	1.0	0	0	0	8	4
TP01091	FGFR1;PIK3CA	FGFR1	PIK3CA	CIT+CIT	Tclin+Tclin	0.487	0.604	0.673	11	1	14	1	1
TP01092	FGFR2;MAP2K1	FGFR2	MAP2K1	CIT+CIT	Tclin+Tclin	0.529	0.686	0.736	11	0	13	1	1
TP01093	FGFR2;MAP2K2	FGFR2	MAP2K2	CIT+CIT	Tclin+Tclin	0.235	0.673	0.732	11	0	13	1	1
TP01094	FGFR2;MET	FGFR2	MET	CIT+CIT	Tclin+Tclin	0.53	0.755	0.847	9	0	9	1	1
TP01095	FGFR2;PDCD1	FGFR2	PDCD1	CET+CIT	Tclin+Tclin	0.39	0.537	1.0	0	0	0	7	4
TP01096	FGFR2;PIK3CA	FGFR2	PIK3CA	CIT+CIT	Tclin+Tclin	0.463	0.639	0.669	10	1	14	1	1
TP01097	FGFR3;MAP2K1	FGFR3	MAP2K1	CIT+CIT	Tclin+Tclin	0.545	0.775	0.763	11	0	12	1	1
TP01098	FGFR3;MAP2K2	FGFR3	MAP2K2	CIT+CIT	Tclin+Tclin	0.465	0.744	0.762	11	0	12	1	1
TP01099	FGFR3;MET	FGFR3	MET	CIT+CIT	Tclin+Tclin	0.562	0.748	0.906	9	0	8	1	1
TP01100	FGFR3;PDCD1	FGFR3	PDCD1	CET+CIT	Tclin+Tclin	0.325	0.468	1.0	0	0	0	8	4
TP01101	FGFR3;PIK3CA	FGFR3	PIK3CA	CIT+CIT	Tclin+Tclin	0.443	0.511	0.694	9	1	11	1	1
TP01102	FGFR4;MAP2K1	FGFR4	MAP2K1	CIT+CIT	Tclin+Tclin	0.557	0.736	0.72	7	0	8	1	1
TP01103	FGFR4;MAP2K2	FGFR4	MAP2K2	CIT+CIT	Tclin+Tclin	0.482	0.748	0.714	7	0	9	1	1
TP01104	FGFR4;MET	FGFR4	MET	CIT+CIT	Tclin+Tclin	0.56	0.707	0.831	6	4	7	1	1
TP01105	FGFR4;PDCD1	FGFR4	PDCD1	CET+CIT	Tclin+Tclin	0.228	0.468	1.0	0	0	0	2	2
TP01106	FGFR4;PIK3CA	FGFR4	PIK3CA	CIT+CIT	Tclin+Tclin	0.445	0.555	0.669	6	7	9	1	1
TP01107	FLT1;GSAP	FLT1	GSAP	CET+CIT	Tchem+Tclin	0.128	0.452	0.409	0	0	0	1	1
TP01108	FLT1;MTOR	FLT1	MTOR	CET+CIT	Tclin+Tclin	0.395	0.427	0.702	2	0	8	3	3
TP01109	FLT1;PARP1	FLT1	PARP1	CET+CIT	Tclin+Tclin	0.353	0.516	0.515	0	0	1	1	4
TP01110	FLT1;PARP2	FLT1	PARP2	CET+CIT	Tclin+Tclin	0.315	0.352	0.451	0	0	0	1	4
TP01111	FLT1;PDCD1	FLT1	PDCD1	CET+CET	Tclin+Tclin	0.291	0.513	1.0	0	0	0	15	8
TP01112	FLT1;PIK3CA	FLT1	PIK3CA	CET+CIT	Tclin+Tclin	0.483	0.492	0.684	5	0	7	1	1
TP01113	FLT1;PIK3CB	FLT1	PIK3CB	CET+CIT	Tchem+Tclin	0.508	0.508	0.658	5	0	5	1	1
TP01114	FLT1;PIK3CD	FLT1	PIK3CD	CET+CIT	Tclin+Tclin	0.559	0.533	0.65	5	0	5	1	1
TP01115	FLT1;PIK3CG	FLT1	PIK3CG	CET+CIT	Tclin+Tclin	0.494	0.515	0.735	1	0	3	1	1
TP01116	FLT1;VEGFA	FLT1	VEGFA	CET+CET	Tclin+Tclin	0.581	0.6	0.491	8	1	9	1	1
TP01117	FLT3;IL2RB	FLT3	IL2RB	CET+CIT	Tclin+Tclin	0.438	0.739	0.622	3	1	2	1	1
TP01118	FLT3;PDCD1	FLT3	PDCD1	CET+CIT	Tclin+Tclin	0.353	0.48	1.0	0	0	0	2	4
TP01119	FLT3;PIK3CA	FLT3	PIK3CA	CIT+CIT	Tclin+Tclin	0.48	0.574	0.658	5	7	5	1	1
TP01120	FLT3;SYK	FLT3	SYK	CIT+CIT	Tclin+Tclin	0.465	0.741	0.755	1	1	1	1	1
TP01121	FLT4;GSAP	FLT4	GSAP	CET+CIT	Tchem+Tclin	0.137	0.411	0.474	0	0	0	1	1
TP01122	FLT4;MTOR	FLT4	MTOR	CET+CIT	Tclin+Tclin	0.415	0.585	0.699	3	0	6	3	3
TP01123	FLT4;PARP1	FLT4	PARP1	CET+CIT	Tclin+Tclin	0.367	0.634	0.54	0	0	1	1	4
TP01124	FLT4;PARP2	FLT4	PARP2	CET+CIT	Tclin+Tclin	0.317	0.52	0.479	0	0	0	1	4
TP01125	FLT4;PDCD1	FLT4	PDCD1	CET+CET	Tclin+Tclin	0.37	0.57	1.0	0	0	0	16	8
TP01126	FLT4;PIK3CA	FLT4	PIK3CA	CET+CIT	Tclin+Tclin	0.533	0.596	0.681	6	0	6	1	1
TP01127	FLT4;PIK3CB	FLT4	PIK3CB	CET+CIT	Tchem+Tclin	0.493	0.719	0.66	6	0	5	1	1
TP01128	FLT4;PIK3CD	FLT4	PIK3CD	CET+CIT	Tclin+Tclin	0.502	0.66	0.653	6	0	6	1	1
TP01129	FLT4;PIK3CG	FLT4	PIK3CG	CET+CIT	Tclin+Tclin	0.461	0.631	0.73	1	0	3	1	1
TP01130	FLT4;VEGFA	FLT4	VEGFA	CET+CET	Tclin+Tclin	0.621	0.599	0.556	7	1	4	1	1
TP01131	FNTB;PIK3CA	FNTB	PIK3CA	CIT+CIT	Tclin+Tclin	0.163	0.539	0.353	0	0	0	1	1
TP01132	FNTB;RARA	FNTB	RARA	CIT+CIT	Tclin+Tclin	0.136	0.551	0.49	0	0	0	1	1
TP01133	FNTB;RARB	FNTB	RARB	CIT+CIT	Tclin+Tclin	0.101	0.576	0.386	0	0	0	1	1
TP01134	FNTB;RARG	FNTB	RARG	CIT+CIT	Tclin+Tclin	0.101	0.521	0.487	0	0	0	1	1
TP01135	FOLH1;FOLR1	FOLH1	FOLR1	CET+CIT	Tclin+Tclin	0.144	0.691	0.282	0	0	1	1	1
TP01136	FOLR1;PARP1	FOLR1	PARP1	CIT+CIT	Tclin+Tclin	0.254	0.552	0.487	0	0	0	1	2
TP01137	FOLR1;PARP2	FOLR1	PARP2	CIT+CIT	Tclin+Tclin	0.2	0.419	0.402	0	0	0	1	2
TP01138	FOLR1;PDCD1	FOLR1	PDCD1	CET+CIT	Tclin+Tclin	0.22	0.474	1.0	0	0	0	1	1
TP01139	FOLR1;TRPV6	FOLR1	TRPV6	CIT+CIT	Tchem+Tclin	0.143	0.437	0.477	0	0	0	1	1
TP01140	FOLR1;VEGFA	FOLR1	VEGFA	CET+CIT	Tclin+Tclin	0.3	0.596	0.535	0	0	0	2	1
TP01141	GEM;MS4A1	GEM	MS4A1	CIT+CIT	Tbio+Tclin	0.459	0.616	0.484	0	0	0	1	1
TP01142	GLS2;MTOR	GLS2	MTOR	CIT+CIT	Tchem+Tclin	0.203	0.478	0.38	2	1	2	2	2
TP01143	GLS2;PARP1	GLS2	PARP1	CIT+CIT	Tchem+Tclin	0.251	0.518	0.503	0	0	0	1	2
TP01144	GLS2;PARP2	GLS2	PARP2	CIT+CIT	Tchem+Tclin	0.341	0.626	0.43	0	0	0	1	2
TP01145	GLS2;PDCD1	GLS2	PDCD1	CET+CIT	Tchem+Tclin	0.278	0.185	1.0	0	0	0	1	3
TP01146	GNA11;GNAQ	GNA11	GNAQ	CIT+CIT	Tbio+Tchem	0.607	0.935	0.932	19	9	9	1	1
TP01147	GSAP;IGF1	GSAP	IGF1	CIT+CIT	Tbio+Tchem	0.163	0.371	0.636	0	0	0	1	1
TP01148	GSAP;IGF2	GSAP	IGF2	CIT+CIT	Tbio+Tchem	0.174	0.293	0.569	0	0	0	1	1
TP01149	GSAP;KDR	GSAP	KDR	CET+CIT	Tchem+Tclin	0.117	0.805	0.5	0	0	0	1	1
TP01150	GSAP;TNFRSF17	GSAP	TNFRSF17	CIT+CIT	Tchem+Tclin	0.109	0.407	0.645	0	0	0	1	1
TP01151	HAVCR2;PDCD1	HAVCR2	PDCD1	CET+CET	Tchem+Tclin	0.33	0.678	1.0	0	0	1	9	7
TP01152	HDAC1;JAK1	HDAC1	JAK1	CIT+CIT	Tclin+Tclin	0.338	0.646	0.469	4	1	2	2	2
TP01153	HDAC1;JAK2	HDAC1	JAK2	CIT+CIT	Tclin+Tclin	0.479	0.646	0.52	1	2	3	2	2
TP01154	HDAC1;JAK3	HDAC1	JAK3	CIT+CIT	Tclin+Tclin	0.4	0.515	0.466	3	1	1	1	1
TP01155	HDAC1;MS4A1	HDAC1	MS4A1	CIT+CIT	Tclin+Tclin	0.22	0.473	0.476	0	0	0	1	1
TP01156	HDAC1;MTOR	HDAC1	MTOR	CIT+CIT	Tclin+Tclin	0.413	0.646	0.516	7	1	4	4	4
TP01157	HDAC1;PDCD1	HDAC1	PDCD1	CET+CIT	Tclin+Tclin	0.297	0.233	1.0	0	1	0	12	7
TP01158	HDAC1;PIK3CA	HDAC1	PIK3CA	CIT+CIT	Tclin+Tclin	0.407	0.477	0.402	9	0	2	1	1
TP01159	HDAC1;PIK3CD	HDAC1	PIK3CD	CIT+CIT	Tclin+Tclin	0.346	0.486	0.397	9	0	1	5	1
TP01160	HDAC1;PIK3CG	HDAC1	PIK3CG	CIT+CIT	Tclin+Tclin	0.316	0.478	0.417	0	0	0	2	1
TP01161	HDAC1;RXRA	HDAC1	RXRA	CIT+CIT	Tclin+Tclin	0.478	0.825	0.633	3	1	2	3	3
TP01162	HDAC1;RXRB	HDAC1	RXRB	CIT+CIT	Tclin+Tclin	0.466	0.797	0.573	3	0	1	3	3
TP01163	HDAC1;RXRG	HDAC1	RXRG	CIT+CIT	Tclin+Tclin	0.483	0.765	0.57	3	0	1	2	3
TP01164	HDAC1;VEGFA	HDAC1	VEGFA	CET+CIT	Tclin+Tclin	0.486	0.448	0.49	3	0	3	3	4
TP01165	HDAC10;JAK1	HDAC10	JAK1	CIT+CIT	Tclin+Tclin	0.237	0.713	0.5	1	0	0	2	2
TP01166	HDAC10;JAK2	HDAC10	JAK2	CIT+CIT	Tclin+Tclin	0.236	0.622	0.549	0	0	0	2	2
TP01167	HDAC10;JAK3	HDAC10	JAK3	CIT+CIT	Tclin+Tclin	0.223	0.517	0.455	1	0	0	1	1
TP01168	HDAC10;MS4A1	HDAC10	MS4A1	CIT+CIT	Tclin+Tclin	0.135	0.516	0.467	0	0	0	1	1
TP01169	HDAC10;MTOR	HDAC10	MTOR	CIT+CIT	Tclin+Tclin	0.278	0.641	0.423	1	0	0	4	4
TP01170	HDAC10;PDCD1	HDAC10	PDCD1	CET+CIT	Tclin+Tclin	0.114	0.262	1.0	0	0	0	6	5
TP01171	HDAC10;PIK3CD	HDAC10	PIK3CD	CIT+CIT	Tclin+Tclin	0.206	0.519	0.348	2	0	0	1	1
TP01172	HDAC10;RXRA	HDAC10	RXRA	CIT+CIT	Tclin+Tclin	0.374	0.725	0.446	0	0	0	2	3
TP01173	HDAC10;RXRB	HDAC10	RXRB	CIT+CIT	Tclin+Tclin	0.374	0.879	0.398	0	0	0	2	3
TP01174	HDAC10;RXRG	HDAC10	RXRG	CIT+CIT	Tclin+Tclin	0.296	0.827	0.424	0	0	0	1	3
TP01175	HDAC10;VEGFA	HDAC10	VEGFA	CET+CIT	Tclin+Tclin	0.199	0.492	0.494	0	0	0	3	4
TP01176	HDAC11;JAK1	HDAC11	JAK1	CIT+CIT	Tclin+Tclin	0.226	0.566	0.468	1	0	0	1	1
TP01177	HDAC11;JAK2	HDAC11	JAK2	CIT+CIT	Tclin+Tclin	0.161	0.579	0.536	0	0	0	1	1
TP01178	HDAC11;MS4A1	HDAC11	MS4A1	CIT+CIT	Tclin+Tclin	0.15	0.66	0.554	0	0	0	1	1
TP01179	HDAC11;MTOR	HDAC11	MTOR	CIT+CIT	Tclin+Tclin	0.2	0.523	0.412	1	0	0	1	2
TP01180	HDAC11;PDCD1	HDAC11	PDCD1	CET+CIT	Tclin+Tclin	0.153	0.584	1.0	0	0	0	2	2
TP01181	HDAC11;VEGFA	HDAC11	VEGFA	CET+CIT	Tclin+Tclin	0.194	0.395	0.546	0	0	0	1	1
TP01182	HDAC2;JAK1	HDAC2	JAK1	CIT+CIT	Tclin+Tclin	0.335	0.651	0.485	4	1	2	2	2
TP01183	HDAC2;JAK2	HDAC2	JAK2	CIT+CIT	Tclin+Tclin	0.538	0.654	0.544	1	2	2	2	2
TP01184	HDAC2;JAK3	HDAC2	JAK3	CIT+CIT	Tclin+Tclin	0.385	0.492	0.484	3	1	1	1	1
TP01185	HDAC2;MS4A1	HDAC2	MS4A1	CIT+CIT	Tclin+Tclin	0.212	0.509	0.495	0	0	0	1	1
TP01186	HDAC2;MTOR	HDAC2	MTOR	CIT+CIT	Tclin+Tclin	0.457	0.649	0.495	7	1	2	4	4
TP01187	HDAC2;PDCD1	HDAC2	PDCD1	CET+CIT	Tclin+Tclin	0.264	0.224	1.0	0	1	0	10	7
TP01188	HDAC2;PIK3CA	HDAC2	PIK3CA	CIT+CIT	Tclin+Tclin	0.408	0.451	0.4	9	0	1	1	1
TP01189	HDAC2;PIK3CD	HDAC2	PIK3CD	CIT+CIT	Tclin+Tclin	0.328	0.455	0.397	9	0	1	5	1
TP01190	HDAC2;PIK3CG	HDAC2	PIK3CG	CIT+CIT	Tclin+Tclin	0.335	0.449	0.421	0	0	0	2	1
TP01191	HDAC2;RXRA	HDAC2	RXRA	CIT+CIT	Tclin+Tclin	0.439	0.817	0.561	3	1	1	3	3
TP01192	HDAC2;RXRB	HDAC2	RXRB	CIT+CIT	Tclin+Tclin	0.425	0.831	0.47	3	0	1	3	3
TP01193	HDAC2;RXRG	HDAC2	RXRG	CIT+CIT	Tclin+Tclin	0.437	0.798	0.478	3	0	1	2	3
TP01194	HDAC2;VEGFA	HDAC2	VEGFA	CET+CIT	Tclin+Tclin	0.482	0.436	0.505	3	0	1	3	4
TP01195	HDAC3;JAK1	HDAC3	JAK1	CIT+CIT	Tclin+Tclin	0.285	0.737	0.516	1	0	0	2	2
TP01196	HDAC3;JAK2	HDAC3	JAK2	CIT+CIT	Tclin+Tclin	0.418	0.722	0.555	0	0	0	2	2
TP01197	HDAC3;JAK3	HDAC3	JAK3	CIT+CIT	Tclin+Tclin	0.344	0.673	0.518	1	0	0	1	1
TP01198	HDAC3;MS4A1	HDAC3	MS4A1	CIT+CIT	Tclin+Tclin	0.202	0.62	0.539	0	0	0	1	1
TP01199	HDAC3;MTOR	HDAC3	MTOR	CIT+CIT	Tclin+Tclin	0.393	0.68	0.47	2	1	0	4	4
TP01200	HDAC3;PDCD1	HDAC3	PDCD1	CET+CIT	Tclin+Tclin	0.252	0.404	1.0	0	0	0	10	7
TP01201	HDAC3;PIK3CA	HDAC3	PIK3CA	CIT+CIT	Tclin+Tclin	0.373	0.585	0.409	3	0	0	1	1
TP01202	HDAC3;PIK3CD	HDAC3	PIK3CD	CIT+CIT	Tclin+Tclin	0.295	0.63	0.404	3	0	0	5	1
TP01203	HDAC3;PIK3CG	HDAC3	PIK3CG	CIT+CIT	Tclin+Tclin	0.311	0.608	0.429	0	0	0	2	1
TP01204	HDAC3;RXRA	HDAC3	RXRA	CIT+CIT	Tclin+Tclin	0.446	0.777	0.479	1	9	0	3	3
TP01205	HDAC3;RXRB	HDAC3	RXRB	CIT+CIT	Tclin+Tclin	0.417	0.77	0.418	1	2	0	3	3
TP01206	HDAC3;RXRG	HDAC3	RXRG	CIT+CIT	Tclin+Tclin	0.358	0.723	0.438	1	0	0	2	3
TP01207	HDAC3;VEGFA	HDAC3	VEGFA	CET+CIT	Tclin+Tclin	0.365	0.521	0.54	0	0	0	3	4
TP01208	HDAC4;JAK1	HDAC4	JAK1	CIT+CIT	Tclin+Tclin	0.325	0.701	0.517	1	0	0	1	1
TP01209	HDAC4;JAK2	HDAC4	JAK2	CIT+CIT	Tclin+Tclin	0.419	0.635	0.58	0	0	0	1	1
TP01210	HDAC4;MS4A1	HDAC4	MS4A1	CIT+CIT	Tclin+Tclin	0.275	0.51	0.488	0	0	0	1	1
TP01211	HDAC4;MTOR	HDAC4	MTOR	CIT+CIT	Tclin+Tclin	0.389	0.667	0.562	3	0	5	4	4
TP01212	HDAC4;PDCD1	HDAC4	PDCD1	CET+CIT	Tclin+Tclin	0.211	0.248	1.0	0	0	1	2	2
TP01213	HDAC4;RXRA	HDAC4	RXRA	CIT+CIT	Tclin+Tclin	0.426	0.82	0.674	0	1	0	2	3
TP01214	HDAC4;RXRB	HDAC4	RXRB	CIT+CIT	Tclin+Tclin	0.427	0.834	0.61	0	0	0	2	3
TP01215	HDAC4;RXRG	HDAC4	RXRG	CIT+CIT	Tclin+Tclin	0.438	0.792	0.615	0	0	0	1	3
TP01216	HDAC4;VEGFA	HDAC4	VEGFA	CET+CIT	Tclin+Tclin	0.421	0.485	0.508	1	0	3	2	2
TP01217	HDAC5;JAK1	HDAC5	JAK1	CIT+CIT	Tclin+Tclin	0.313	0.735	0.543	1	0	0	1	1
TP01218	HDAC5;JAK2	HDAC5	JAK2	CIT+CIT	Tclin+Tclin	0.348	0.657	0.605	0	0	1	1	1
TP01219	HDAC5;MS4A1	HDAC5	MS4A1	CIT+CIT	Tclin+Tclin	0.298	0.532	0.538	0	0	0	1	1
TP01220	HDAC5;MTOR	HDAC5	MTOR	CIT+CIT	Tclin+Tclin	0.369	0.698	0.566	3	1	3	4	4
TP01221	HDAC5;PDCD1	HDAC5	PDCD1	CET+CIT	Tclin+Tclin	0.178	0.255	1.0	0	0	0	2	2
TP01222	HDAC5;RXRA	HDAC5	RXRA	CIT+CIT	Tclin+Tclin	0.431	0.768	0.663	0	0	0	2	3
TP01223	HDAC5;RXRB	HDAC5	RXRB	CIT+CIT	Tclin+Tclin	0.431	0.854	0.601	0	0	0	2	3
TP01224	HDAC5;RXRG	HDAC5	RXRG	CIT+CIT	Tclin+Tclin	0.395	0.806	0.605	0	0	0	1	3
TP01225	HDAC5;VEGFA	HDAC5	VEGFA	CET+CIT	Tclin+Tclin	0.334	0.512	0.543	1	0	1	2	2
TP01226	HDAC6;JAK1	HDAC6	JAK1	CIT+CIT	Tclin+Tclin	0.33	0.678	0.582	1	0	0	1	1
TP01227	HDAC6;JAK2	HDAC6	JAK2	CIT+CIT	Tclin+Tclin	0.406	0.674	0.58	0	0	0	1	1
TP01228	HDAC6;MAP2K1	HDAC6	MAP2K1	CIT+CIT	Tclin+Tclin	0.384	0.645	0.508	2	0	0	1	1
TP01229	HDAC6;MAP2K2	HDAC6	MAP2K2	CIT+CIT	Tclin+Tclin	0.321	0.661	0.525	1	0	0	1	1
TP01230	HDAC6;MS4A1	HDAC6	MS4A1	CIT+CIT	Tclin+Tclin	0.216	0.505	0.569	0	0	0	1	1
TP01231	HDAC6;MTOR	HDAC6	MTOR	CIT+CIT	Tclin+Tclin	0.441	0.656	0.555	2	0	0	4	4
TP01232	HDAC6;PARP1	HDAC6	PARP1	CIT+CIT	Tclin+Tclin	0.436	0.567	0.634	0	0	0	1	3
TP01233	HDAC6;PARP2	HDAC6	PARP2	CIT+CIT	Tclin+Tclin	0.323	0.512	0.561	0	0	0	1	3
TP01234	HDAC6;PDCD1	HDAC6	PDCD1	CET+CIT	Tclin+Tclin	0.169	0.29	1.0	0	0	0	3	2
TP01235	HDAC6;RXRA	HDAC6	RXRA	CIT+CIT	Tclin+Tclin	0.346	0.603	0.629	0	0	0	2	3
TP01236	HDAC6;RXRB	HDAC6	RXRB	CIT+CIT	Tclin+Tclin	0.296	0.65	0.6	0	0	0	2	3
TP01237	HDAC6;RXRG	HDAC6	RXRG	CIT+CIT	Tclin+Tclin	0.297	0.619	0.608	0	0	0	1	3
TP01238	HDAC6;VEGFA	HDAC6	VEGFA	CET+CIT	Tclin+Tclin	0.401	0.512	0.548	0	0	0	2	2
TP01239	HDAC7;JAK1	HDAC7	JAK1	CIT+CIT	Tclin+Tclin	0.347	0.75	0.549	1	0	0	1	1
TP01240	HDAC7;JAK2	HDAC7	JAK2	CIT+CIT	Tclin+Tclin	0.311	0.648	0.615	0	0	1	1	1
TP01241	HDAC7;MS4A1	HDAC7	MS4A1	CIT+CIT	Tclin+Tclin	0.195	0.509	0.5	0	0	0	1	1
TP01242	HDAC7;MTOR	HDAC7	MTOR	CIT+CIT	Tclin+Tclin	0.306	0.665	0.475	1	1	4	4	4
TP01243	HDAC7;PDCD1	HDAC7	PDCD1	CET+CIT	Tclin+Tclin	0.205	0.268	1.0	0	0	0	2	2
TP01244	HDAC7;RXRA	HDAC7	RXRA	CIT+CIT	Tclin+Tclin	0.368	0.759	0.465	0	0	0	2	3
TP01245	HDAC7;RXRB	HDAC7	RXRB	CIT+CIT	Tclin+Tclin	0.356	0.876	0.426	0	0	0	2	3
TP01246	HDAC7;RXRG	HDAC7	RXRG	CIT+CIT	Tclin+Tclin	0.346	0.828	0.446	0	0	0	1	3
TP01247	HDAC7;VEGFA	HDAC7	VEGFA	CET+CIT	Tclin+Tclin	0.385	0.516	0.513	0	0	2	2	2
TP01248	HDAC8;JAK1	HDAC8	JAK1	CIT+CIT	Tclin+Tclin	0.172	0.72	0.555	1	0	0	1	1
TP01249	HDAC8;JAK2	HDAC8	JAK2	CIT+CIT	Tclin+Tclin	0.213	0.726	0.582	0	0	0	1	1
TP01250	HDAC8;MS4A1	HDAC8	MS4A1	CIT+CIT	Tclin+Tclin	0.157	0.704	0.555	0	0	0	1	1
TP01251	HDAC8;MTOR	HDAC8	MTOR	CIT+CIT	Tclin+Tclin	0.233	0.657	0.434	1	0	0	4	4
TP01252	HDAC8;PDCD1	HDAC8	PDCD1	CET+CIT	Tclin+Tclin	0.135	0.465	1.0	0	0	0	6	6
TP01253	HDAC8;PIK3CA	HDAC8	PIK3CA	CIT+CIT	Tclin+Tclin	0.211	0.569	0.346	2	0	0	1	1
TP01254	HDAC8;PIK3CD	HDAC8	PIK3CD	CIT+CIT	Tclin+Tclin	0.153	0.619	0.348	2	0	0	4	1
TP01255	HDAC8;PIK3CG	HDAC8	PIK3CG	CIT+CIT	Tclin+Tclin	0.153	0.593	0.372	0	0	0	2	1
TP01256	HDAC8;RXRA	HDAC8	RXRA	CIT+CIT	Tclin+Tclin	0.367	0.704	0.448	0	0	0	3	3
TP01257	HDAC8;RXRB	HDAC8	RXRB	CIT+CIT	Tclin+Tclin	0.405	0.826	0.414	0	0	0	3	3
TP01258	HDAC8;RXRG	HDAC8	RXRG	CIT+CIT	Tclin+Tclin	0.312	0.779	0.446	0	0	0	2	3
